,STATE/UT,YEAR,RESIDENTIAL PREMISES - Dacoity,RESIDENTIAL PREMISES - Robbery,RESIDENTIAL PREMISES - Burglary,RESIDENTIAL PREMISES - Theft,HIGHWAYS - Dacoity,HIGHWAYS - Robbery,HIGHWAYS - Burglary,HIGHWAYS - Theft,RIVER and SEA - Dacoity,RIVER and SEA - Robbery,RIVER and SEA - Burglary,RIVER and SEA - Theft,RAILWAYS - Dacoity,RAILWAYS - Robbery,RAILWAYS - Burglary,RAILWAYS - Theft,BANKS - Dacoity,BANKS - Robbery,BANKS - Burglary,BANKS - Theft,COMMERCIAL ESTABLISHMENTS - Dacoity,COMMERCIAL ESTABLISHMENTS - Robbery,COMMERCIAL ESTABLISHMENTS - Burglary,COMMERCIAL ESTABLISHMENTS - Theft,OTHER PLACES - Dacoity,OTHER PLACES - Robbery,OTHER PLACES - Burglary,OTHER PLACES - Theft,TOTAL - Dacoity,TOTAL - Robbery,TOTAL - Burglary,TOTAL - Theft
354,KERALA,2010.0,15.0,119.0,1500.0,852.0,9.0,24.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,245.0,0.0,0.0,15.0,2.0,3.0,31.0,445.0,304.0,47.0,453.0,720.0,2901.0,74.0,636.0,2682.0,4380
355,MADHYA PRADESH,2010.0,42.0,325.0,7352.0,8027.0,16.0,245.0,15.0,845.0,2.0,0.0,0.0,43.0,3.0,17.0,4.0,1444.0,2.0,15.0,6.0,35.0,3.0,43.0,1249.0,1890.0,42.0,1274.0,1271.0,9293.0,110.0,1919.0,9897.0,21577
356,MAHARASHTRA,2010.0,140.0,353.0,10415.0,10930.0,85.0,360.0,0.0,370.0,0.0,3.0,0.0,75.0,18.0,105.0,2.0,3368.0,4.0,7.0,68.0,32.0,43.0,183.0,2875.0,3826.0,488.0,2710.0,3257.0,33964.0,778.0,3721.0,16617.0,52565
357,MANIPUR,2010.0,0.0,0.0,10.0,68.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,1.0,29.0,266.0,0.0,2.0,66.0,417
358,MEGHALAYA,2010.0,11.0,13.0,81.0,235.0,13.0,20.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17.0,19.0,15.0,33.0,67.0,397.0,42.0,67.0,166.0,664
359,MIZORAM,2010.0,0.0,8.0,375.0,568.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,39.0,2.0,1.0,28.0,216.0,3.0,16.0,425.0,823
360,NAGALAND,2010.0,1.0,7.0,33.0,266.0,1.0,37.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,36.0,1.0,17.0,16.0,72.0,3.0,63.0,62.0,397
361,ODISHA,2010.0,91.0,204.0,1694.0,1664.0,103.0,453.0,1.0,93.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,621.0,1.0,5.0,10.0,2.0,40.0,123.0,458.0,761.0,110.0,685.0,691.0,4431.0,346.0,1491.0,2855.0,7572
362,PUNJAB,2010.0,16.0,73.0,1454.0,1624.0,2.0,22.0,7.0,121.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,2.0,0.0,19.0,3.0,4.0,29.0,627.0,814.0,40.0,117.0,554.0,2837.0,65.0,241.0,2661.0,5446
363,RAJASTHAN,2010.0,12.0,24.0,2947.0,2676.0,10.0,70.0,0.0,311.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0,477.0,0.0,5.0,25.0,4.0,1.0,23.0,1020.0,621.0,13.0,747.0,722.0,18223.0,37.0,872.0,4714.0,22324
364,SIKKIM,2010.0,0.0,0.0,59.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,7.0,6.0,13.0,1.0,7.0,72.0,53
365,TAMIL NADU,2010.0,31.0,472.0,3563.0,4437.0,14.0,150.0,3.0,551.0,0.0,0.0,0.0,24.0,1.0,74.0,0.0,306.0,0.0,0.0,11.0,0.0,4.0,129.0,520.0,1970.0,35.0,992.0,618.0,7295.0,85.0,1817.0,4715.0,14583
366,TRIPURA,2010.0,9.0,25.0,107.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,52.0,146.0,5.0,32.0,61.0,144.0,16.0,65.0,221.0,457
367,UTTAR PRADESH,2010.0,107.0,162.0,3430.0,3541.0,55.0,1014.0,6.0,14090.0,0.0,0.0,0.0,0.0,19.0,99.0,3.0,2412.0,2.0,6.0,0.0,0.0,7.0,19.0,349.0,821.0,147.0,1277.0,1127.0,10289.0,337.0,2577.0,4915.0,31153
368,UTTARAKHAND,2010.0,3.0,14.0,202.0,445.0,3.0,112.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,2.0,43.0,198.0,3.0,34.0,65.0,1455.0,12.0,162.0,310.0,2138
369,WEST BENGAL,2010.0,110.0,90.0,253.0,6214.0,34.0,171.0,2.0,114.0,0.0,0.0,0.0,0.0,6.0,22.0,0.0,1061.0,2.0,1.0,0.0,0.0,28.0,48.0,32.0,1649.0,108.0,466.0,101.0,10351.0,288.0,798.0,388.0,19389
370,TOTAL (STATES),2010.0,1367.0,3432.0,57119.0,75973.0,830.0,4619.0,474.0,19391.0,2.0,7.0,0.0,250.0,103.0,505.0,114.0,14409.0,31.0,59.0,261.0,470.0,254.0,1042.0,12603.0,27254.0,1723.0,13048.0,17661.0,167226.0,4310.0,22712.0,88232.0,304973
371,A & N ISLANDS,2010.0,0.0,4.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,1.0,3.0,31.0,91.0,1.0,7.0,80.0,121
372,CHANDIGARH,2010.0,0.0,3.0,138.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,85.0,542.0,4.0,62.0,12.0,106.0,5.0,67.0,236.0,1481
373,D & N HAVELI,2010.0,1.0,3.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,9.0,26.0,2.0,3.0,25.0,63
374,DAMAN & DIU,2010.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,11.0,3.0,0.0,2.0,29.0,6.0,0.0,27.0,47
375,DELHI,2010.0,11.0,163.0,1074.0,5454.0,2.0,29.0,0.0,142.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,767.0,0.0,0.0,0.0,87.0,7.0,45.0,222.0,1202.0,10.0,350.0,206.0,15436.0,32.0,599.0,1502.0,23088
376,LAKSHADWEEP,2010.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5
377,PUDUCHERRY,2010.0,0.0,0.0,47.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,22.0,2.0,4.0,11.0,467.0,2.0,5.0,72.0,534
378,TOTAL (UTs),2010.0,12.0,173.0,1326.0,6392.0,2.0,29.0,0.0,142.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,767.0,0.0,0.0,1.0,90.0,11.0,48.0,344.0,1793.0,21.0,419.0,276.0,16155.0,48.0,681.0,1947.0,25339
379,TOTAL (ALL-INDIA),2010.0,1379.0,3605.0,58445.0,82365.0,832.0,4648.0,474.0,19533.0,2.0,7.0,0.0,250.0,105.0,517.0,114.0,15176.0,31.0,59.0,262.0,560.0,265.0,1090.0,12947.0,29047.0,1744.0,13467.0,17937.0,183381.0,4358.0,23393.0,90179.0,330312
380,ANDHRA PRADESH,2011.0,43.0,194.0,6008.0,8572.0,28.0,135.0,64.0,842.0,0.0,0.0,0.0,12.0,2.0,26.0,56.0,1589.0,0.0,2.0,38.0,99.0,9.0,12.0,982.0,2460.0,44.0,231.0,1152.0,14693.0,126.0,600.0,8300.0,28267
381,ARUNACHAL PRADESH,2011.0,4.0,22.0,83.0,159.0,5.0,7.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,58.0,91.0,3.0,24.0,40.0,141.0,13.0,64.0,183.0,414
382,ASSAM,2011.0,217.0,306.0,1681.0,3830.0,20.0,89.0,57.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,22.0,143.0,674.0,1090.0,46.0,299.0,913.0,3305.0,305.0,837.0,3327.0,8309
383,BIHAR,2011.0,235.0,73.0,2681.0,6152.0,194.0,1043.0,0.0,574.0,0.0,0.0,0.0,0.0,19.0,19.0,4.0,1038.0,11.0,8.0,4.0,6.0,25.0,47.0,330.0,1587.0,72.0,191.0,610.0,6935.0,556.0,1381.0,3629.0,16292
384,CHHATTISGARH,2011.0,28.0,58.0,2800.0,1517.0,11.0,62.0,0.0,117.0,0.0,0.0,0.0,1.0,5.0,9.0,8.0,218.0,0.0,0.0,7.0,10.0,2.0,3.0,184.0,311.0,22.0,338.0,549.0,3141.0,68.0,470.0,3548.0,5315
385,GOA,2011.0,1.0,8.0,193.0,220.0,0.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,21.0,0.0,0.0,6.0,7.0,0.0,2.0,63.0,91.0,0.0,10.0,56.0,767.0,2.0,26.0,318.0,1115
386,GUJARAT,2011.0,59.0,218.0,2351.0,3332.0,23.0,49.0,5.0,68.0,3.0,3.0,0.0,6.0,1.0,12.0,0.0,747.0,1.0,3.0,19.0,33.0,20.0,41.0,660.0,1297.0,114.0,1042.0,1474.0,10560.0,221.0,1368.0,4509.0,16043
387,HARYANA,2011.0,29.0,81.0,3350.0,4139.0,58.0,132.0,0.0,776.0,0.0,0.0,0.0,0.0,6.0,18.0,4.0,520.0,0.0,4.0,27.0,43.0,8.0,54.0,1038.0,3068.0,66.0,349.0,592.0,8879.0,167.0,638.0,5011.0,17425
388,HIMACHAL PRADESH,2011.0,0.0,1.0,518.0,115.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,199.0,125.0,0.0,7.0,274.0,767.0,1.0,10.0,995.0,1042
389,JAMMU & KASHMIR,2011.0,3.0,7.0,621.0,640.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,432.0,520.0,10.0,81.0,462.0,1468.0,14.0,88.0,1516.0,2655
390,JHARKHAND,2011.0,136.0,108.0,1070.0,2587.0,84.0,333.0,0.0,226.0,0.0,0.0,0.0,0.0,4.0,21.0,1.0,383.0,1.0,5.0,1.0,0.0,9.0,36.0,74.0,1067.0,75.0,111.0,89.0,2115.0,309.0,614.0,1235.0,6378
391,KARNATAKA,2011.0,47.0,284.0,4103.0,5224.0,24.0,121.0,5.0,413.0,0.0,1.0,0.0,6.0,1.0,34.0,26.0,545.0,12.0,88.0,46.0,333.0,18.0,64.0,645.0,2487.0,112.0,1531.0,1311.0,10826.0,214.0,2123.0,6136.0,19834
392,KERALA,2011.0,15.0,186.0,1585.0,946.0,10.0,18.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,258.0,0.0,0.0,4.0,1.0,3.0,34.0,594.0,324.0,43.0,501.0,814.0,3120.0,71.0,741.0,3001.0,4704
393,MADHYA PRADESH,2011.0,46.0,313.0,7193.0,8604.0,21.0,273.0,12.0,912.0,0.0,3.0,0.0,26.0,2.0,59.0,5.0,1866.0,1.0,5.0,10.0,17.0,2.0,30.0,1379.0,1598.0,46.0,1269.0,1631.0,9391.0,118.0,1952.0,10230.0,22414
394,MAHARASHTRA,2011.0,171.0,313.0,10557.0,9562.0,81.0,364.0,0.0,422.0,3.0,2.0,0.0,164.0,14.0,106.0,33.0,3604.0,1.0,55.0,89.0,310.0,36.0,147.0,2548.0,3529.0,467.0,3262.0,3086.0,35858.0,773.0,4249.0,16313.0,53449
395,MANIPUR,2011.0,0.0,1.0,11.0,221.0,1.0,0.0,6.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,181.0,0.0,5.0,20.0,230.0,1.0,7.0,52.0,719
396,MEGHALAYA,2011.0,11.0,13.0,79.0,276.0,27.0,16.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,28.0,11.0,31.0,60.0,364.0,49.0,63.0,145.0,696
397,MIZORAM,2011.0,0.0,2.0,263.0,438.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,142.0,0.0,0.0,17.0,154.0,1.0,6.0,336.0,734
398,NAGALAND,2011.0,2.0,4.0,20.0,121.0,2.0,28.0,11.0,55.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,21.0,94.0,1.0,8.0,21.0,88.0,7.0,59.0,73.0,360
399,ODISHA,2011.0,114.0,192.0,1493.0,1871.0,111.0,511.0,0.0,190.0,0.0,0.0,0.0,0.0,7.0,22.0,3.0,849.0,11.0,1.0,15.0,27.0,56.0,159.0,480.0,562.0,118.0,698.0,1040.0,5225.0,417.0,1583.0,3031.0,8724
400,PUNJAB,2011.0,3.0,42.0,1296.0,1241.0,3.0,27.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,2.0,1.0,24.0,5.0,6.0,54.0,600.0,950.0,14.0,112.0,563.0,2441.0,28.0,236.0,2488.0,4784
401,RAJASTHAN,2011.0,9.0,21.0,2824.0,2749.0,8.0,59.0,0.0,182.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,585.0,0.0,4.0,18.0,3.0,4.0,17.0,909.0,615.0,6.0,620.0,759.0,16965.0,28.0,727.0,4510.0,21099
402,SIKKIM,2011.0,0.0,2.0,53.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,2.0,4.0,34.0,0.0,5.0,60.0,72
403,TAMIL NADU,2011.0,21.0,392.0,3340.0,3427.0,26.0,279.0,3.0,1353.0,0.0,8.0,0.0,11.0,1.0,29.0,2.0,320.0,1.0,3.0,13.0,5.0,1.0,113.0,609.0,2096.0,51.0,1242.0,881.0,6712.0,101.0,2066.0,4848.0,13924
404,TRIPURA,2011.0,8.0,21.0,123.0,169.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,56.0,112.0,3.0,23.0,48.0,212.0,11.0,50.0,227.0,494
405,UTTAR PRADESH,2011.0,150.0,185.0,3908.0,4532.0,71.0,1265.0,0.0,17390.0,0.0,0.0,0.0,0.0,30.0,216.0,0.0,3043.0,4.0,5.0,12.0,2.0,6.0,16.0,539.0,980.0,118.0,1461.0,1306.0,10736.0,379.0,3148.0,5765.0,36683
406,UTTARAKHAND,2011.0,1.0,5.0,247.0,227.0,0.0,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.0,12.0,141.0,59.0,1804.0,13.0,179.0,342.0,2093
407,WEST BENGAL,2011.0,72.0,112.0,238.0,5147.0,20.0,89.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,1140.0,10.0,4.0,3.0,63.0,36.0,72.0,22.0,2339.0,96.0,471.0,192.0,12710.0,236.0,760.0,455.0,21446
408,TOTAL (STATES),2011.0,1425.0,3164.0,58689.0,76049.0,830.0,4942.0,173.0,24007.0,6.0,19.0,0.0,229.0,97.0,596.0,147.0,16792.0,57.0,188.0,344.0,974.0,264.0,1081.0,13207.0,27792.0,1550.0,14060.0,18023.0,169641.0,4229.0,24050.0,90583.0,315484
409,A & N ISLANDS,2011.0,0.0,0.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,27.0,52.0,1.0,1.0,99.0,88
410,CHANDIGARH,2011.0,0.0,12.0,210.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,67.0,555.0,1.0,38.0,8.0,223.0,6.0,68.0,285.0,1502
411,D & N HAVELI,2011.0,2.0,1.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,16.0,8.0,0.0,0.0,0.0,10.0,7.0,2.0,22.0,69
412,DAMAN & DIU,2011.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,2.0,0.0,5.0,8.0,30.0,4.0,6.0,31.0,47
413,DELHI,2011.0,9.0,85.0,944.0,6018.0,2.0,26.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,78.0,0.0,0.0,2.0,5.0,10.0,51.0,189.0,2011.0,12.0,397.0,284.0,14618.0,33.0,562.0,1419.0,22899
414,LAKSHADWEEP,2011.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
415,PUDUCHERRY,2011.0,3.0,2.0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,36.0,1.0,6.0,4.0,618.0,5.0,11.0,65.0,707
416,TOTAL (UTs),2011.0,14.0,100.0,1281.0,6881.0,2.0,26.0,0.0,170.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,78.0,0.0,1.0,2.0,7.0,25.0,74.0,307.0,2618.0,15.0,446.0,331.0,15551.0,56.0,650.0,1921.0,25316
417,TOTAL (ALL-INDIA),2011.0,1439.0,3264.0,59970.0,82930.0,832.0,4968.0,173.0,24177.0,6.0,19.0,0.0,240.0,97.0,599.0,147.0,16870.0,57.0,189.0,346.0,981.0,289.0,1155.0,13514.0,30410.0,1565.0,14506.0,18354.0,185192.0,4285.0,24700.0,92504.0,340800
418,ANDHRA PRADESH,2012.0,29.0,205.0,6028.0,9085.0,30.0,108.0,20.0,223.0,0.0,3.0,0.0,18.0,4.0,15.0,0.0,1685.0,0.0,1.0,23.0,66.0,7.0,21.0,609.0,1762.0,61.0,315.0,1762.0,14636.0,131.0,668.0,8442.0,27475
419,ARUNACHAL PRADESH,2012.0,7.0,12.0,77.0,122.0,3.0,15.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,59.0,54.0,4.0,22.0,79.0,221.0,20.0,65.0,215.0,402
420,ASSAM,2012.0,123.0,135.0,1219.0,2910.0,7.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,28.0,72.0,501.0,1046.0,108.0,646.0,2105.0,5401.0,266.0,907.0,3825.0,9394
421,BIHAR,2012.0,260.0,42.0,3077.0,6740.0,191.0,1081.0,28.0,421.0,0.0,0.0,0.0,0.0,15.0,28.0,0.0,1233.0,4.0,6.0,6.0,1.0,28.0,51.0,217.0,1918.0,42.0,58.0,430.0,7354.0,540.0,1266.0,3758.0,17667
422,CHHATTISGARH,2012.0,36.0,30.0,2602.0,1392.0,6.0,36.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,205.0,0.0,0.0,14.0,13.0,2.0,13.0,199.0,316.0,20.0,326.0,509.0,3368.0,64.0,412.0,3334.0,5341
423,GOA,2012.0,2.0,9.0,212.0,150.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,5.0,2.0,1.0,0.0,73.0,104.0,3.0,14.0,66.0,623.0,6.0,25.0,356.0,915
424,GUJARAT,2012.0,94.0,147.0,2689.0,3684.0,32.0,66.0,0.0,227.0,0.0,0.0,2.0,5.0,4.0,14.0,0.0,605.0,0.0,2.0,17.0,12.0,31.0,56.0,839.0,1971.0,126.0,1081.0,1148.0,9448.0,287.0,1366.0,4695.0,15952
425,HARYANA,2012.0,22.0,73.0,3409.0,5538.0,68.0,155.0,32.0,1081.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,429.0,0.0,2.0,25.0,10.0,12.0,53.0,1078.0,3295.0,100.0,412.0,584.0,7237.0,204.0,711.0,5129.0,17590
426,HIMACHAL PRADESH,2012.0,1.0,1.0,506.0,92.0,0.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,29.0,0.0,0.0,131.0,65.0,0.0,6.0,283.0,538.0,1.0,10.0,928.0,769
427,JAMMU & KASHMIR,2012.0,1.0,18.0,866.0,344.0,2.0,5.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,105.0,0.0,1.0,8.0,1.0,0.0,0.0,200.0,200.0,3.0,57.0,306.0,1354.0,6.0,81.0,1395.0,2022
428,JHARKHAND,2012.0,125.0,86.0,988.0,2598.0,116.0,269.0,0.0,257.0,0.0,8.0,0.0,1.0,7.0,10.0,8.0,423.0,3.0,2.0,0.0,10.0,4.0,19.0,40.0,1157.0,29.0,100.0,180.0,2234.0,284.0,494.0,1216.0,6680
429,KARNATAKA,2012.0,69.0,225.0,3937.0,4592.0,20.0,58.0,188.0,194.0,0.0,0.0,0.0,0.0,1.0,48.0,2.0,492.0,0.0,2.0,49.0,32.0,5.0,83.0,723.0,1953.0,116.0,1791.0,893.0,11155.0,211.0,2207.0,5792.0,18418
430,KERALA,2012.0,12.0,111.0,1502.0,767.0,4.0,27.0,0.0,54.0,0.0,0.0,0.0,8.0,0.0,3.0,3.0,204.0,0.0,0.0,9.0,4.0,11.0,38.0,471.0,323.0,45.0,546.0,725.0,2718.0,72.0,725.0,2710.0,4078
431,MADHYA PRADESH,2012.0,37.0,307.0,7671.0,7450.0,15.0,291.0,20.0,783.0,1.0,16.0,30.0,56.0,3.0,67.0,5.0,2089.0,0.0,4.0,28.0,69.0,5.0,47.0,1080.0,2229.0,46.0,1208.0,1185.0,10506.0,107.0,1940.0,10019.0,23182
432,MAHARASHTRA,2012.0,116.0,358.0,10508.0,8293.0,79.0,443.0,0.0,173.0,1.0,0.0,0.0,250.0,13.0,515.0,4.0,3081.0,1.0,4.0,93.0,45.0,55.0,119.0,1943.0,2589.0,528.0,5510.0,3100.0,33045.0,793.0,6949.0,15648.0,47476
433,MANIPUR,2012.0,0.0,1.0,31.0,247.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,165.0,8.0,1.0,6.0,433.0,8.0,3.0,53.0,903
434,MEGHALAYA,2012.0,6.0,6.0,98.0,188.0,20.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,26.0,30.0,42.0,313.0,52.0,46.0,145.0,543
435,MIZORAM,2012.0,0.0,1.0,282.0,349.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,99.0,0.0,0.0,13.0,138.0,2.0,4.0,347.0,605
436,NAGALAND,2012.0,0.0,15.0,28.0,156.0,1.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,7.0,8.0,112.0,0.0,12.0,29.0,91.0,1.0,54.0,65.0,381
437,ODISHA,2012.0,76.0,169.0,1828.0,2315.0,114.0,491.0,0.0,292.0,0.0,0.0,0.0,6.0,1.0,30.0,6.0,773.0,3.0,15.0,47.0,62.0,51.0,151.0,617.0,787.0,157.0,757.0,932.0,5395.0,402.0,1613.0,3430.0,9630
438,PUNJAB,2012.0,5.0,10.0,1440.0,1282.0,8.0,48.0,6.0,286.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,0.0,1.0,25.0,3.0,6.0,22.0,659.0,916.0,29.0,130.0,698.0,2727.0,48.0,213.0,2828.0,5272
439,RAJASTHAN,2012.0,3.0,21.0,2834.0,2745.0,7.0,71.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,694.0,1.0,2.0,17.0,1.0,3.0,15.0,919.0,816.0,17.0,696.0,838.0,18831.0,31.0,807.0,4610.0,23314
440,SIKKIM,2012.0,0.0,2.0,55.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,8.0,21.0,0.0,6.0,65.0,117
441,TAMIL NADU,2012.0,37.0,401.0,3080.0,3100.0,11.0,84.0,14.0,1188.0,0.0,1.0,0.0,26.0,2.0,21.0,2.0,296.0,2.0,2.0,13.0,4.0,3.0,52.0,528.0,2019.0,42.0,1337.0,820.0,5363.0,97.0,1898.0,4457.0,11996
442,TRIPURA,2012.0,5.0,38.0,124.0,315.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,55.0,103.0,2.0,14.0,60.0,140.0,7.0,60.0,239.0,565
443,UTTAR PRADESH,2012.0,110.0,169.0,3677.0,3776.0,66.0,1480.0,0.0,21662.0,1.0,0.0,0.0,0.0,8.0,40.0,1.0,1836.0,6.0,4.0,17.0,1.0,3.0,20.0,688.0,1342.0,128.0,1446.0,1804.0,8759.0,322.0,3159.0,6187.0,37376
444,UTTARAKHAND,2012.0,9.0,20.0,194.0,559.0,5.0,61.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5.0,1.0,3.0,69.0,63.0,14.0,60.0,128.0,1192.0,29.0,144.0,391.0,1913
445,WEST BENGAL,2012.0,92.0,86.0,221.0,5002.0,30.0,90.0,0.0,256.0,0.0,10.0,0.0,0.0,2.0,17.0,1.0,1060.0,9.0,140.0,3.0,5.0,31.0,39.0,35.0,2186.0,115.0,434.0,204.0,14482.0,279.0,816.0,464.0,22991
